time,f_x,f_y,f_z,g_x,g_y,g_z
0.389482666015625,0.2100907862186432,0.17021626234054565,9.802921295166016,-0.006391586735844612,0.007456851191818714,0.011717909015715122
0.399793701171875,0.21649771928787231,0.1689627468585968,9.802803993225098,-0.009587380103766918,0.007456851191818714,0.01065264455974102
0.40995947265625,0.22268161177635196,0.16743314266204834,9.802691459655762,-0.008522115647792816,0.008522115647792816,0.008522115647792816
0.42078857421875,0.22858649492263794,0.16587820649147034,9.802582740783693,-0.007456851191818714,0.007456851191818714,0.008522115647792816
0.43970849609375,0.24018877744674685,0.16258737444877625,9.802360534667967,-0.006391586735844612,0.008522115647792816,0.009587380103766918
0.44986279296875,0.2458038777112961,0.16093303263187408,9.802248001098633,-0.003195793367922306,0.008522115647792816,0.011717909015715122
0.4597607421875,0.2512805759906769,0.15916800498962402,9.80213737487793,-0.004261057823896408,0.007456851191818714,0.012783173471689224
0.469580078125,0.2564934194087982,0.15736155211925507,9.802032470703123,-0.002130528911948204,0.006391586735844612,0.012783173471689224
0.48127001953125,0.2613738179206848,0.15563838183879852,9.80193042755127,-0.002130528911948204,0.007456851191818714,0.012783173471689224
0.500426025390625,0.2704407572746277,0.1527748852968216,9.801729202270508,-0.004261057823896408,0.008522115647792816,0.012783173471689224
0.51027490234375,0.27482181787490845,0.15168984234333038,9.80162525177002,-0.003195793367922306,0.009587380103766918,0.01065264455974102
0.521617431640625,0.2790643572807312,0.15079930424690247,9.801518440246582,-0.007456851191818714,0.007456851191818714,0.011717909015715122
0.541917236328125,0.2871609330177307,0.14940644800662994,9.80130672454834,-0.006391586735844612,0.007456851191818714,0.01065264455974102
0.559705078125,0.29499390721321106,0.14805525541305542,9.80109405517578,-0.007456851191818714,0.008522115647792816,0.01065264455974102
0.569758544921875,0.2988339960575104,0.14731749892234802,9.800989151000977,-0.006391586735844612,0.007456851191818714,0.009587380103766918
0.579934814453125,0.30254948139190674,0.14645490050315854,9.800888061523438,-0.00532632227987051,0.007456851191818714,0.009587380103766918
0.589810302734375,0.3061399757862091,0.14541174471378324,9.80079174041748,-0.00532632227987051,0.008522115647792816,0.011717909015715122
0.599810546875,0.3096472918987274,0.1443134993314743,9.800698280334473,-0.00532632227987051,0.007456851191818714,0.01065264455974102
