time,f_x,f_y,f_z,g_x,g_y,g_z
0.32423681640625,0.031281184405088425,-0.34818536043167114,9.800416946411133,0.0042760567739605895,-0.019547687843441963,-0.029932398349046707
0.334233642578125,0.03515253588557244,-0.353613018989563,9.800209999084473,0.0042760567739605895,-0.020769419148564342,-0.029932398349046707
0.344230712890625,0.03887899965047836,-0.35884106159210205,9.800004959106444,0.004886921960860491,-0.019547687843441963,-0.02871066704392433
0.3542275390625,0.04246781021356583,-0.36389544606208796,9.7998046875,0.007330382708460093,-0.018936822190880772,-0.028099801391363144
0.36422509765625,0.045940928161144264,-0.3687457740306854,9.799607276916504,0.00794124882668257,-0.019547687843441963,-0.028099801391363144
0.374255859375,0.04929685965180397,-0.3734419345855713,9.799412727355957,0.007330382708460093,-0.019547687843441963,-0.02932153083384037
0.384287109375,0.05252974852919578,-0.377995491027832,9.79922103881836,0.006108652800321579,-0.020769419148564342,-0.02871066704392433
0.39431787109375,0.055663783103227615,-0.38235947489738464,9.799036026000977,0.003054326400160789,-0.020158551633358,-0.030543262138962742
0.4043486328125,0.058671478182077415,-0.3865850269794464,9.79885196685791,0.002443460980430245,-0.018936822190880772,-0.030543262138962742
0.414379638671875,0.06159967556595802,-0.3906837701797485,9.79867172241211,0.002443460980430245,-0.019547687843441963,-0.03176499530673027
0.424410400390625,0.06442346423864365,-0.3946466445922852,9.798494338989258,0.0006108652451075612,-0.020158551633358,-0.03237585723400116
0.434441162109375,0.06715301424264908,-0.3984758257865906,9.798320770263672,0.0012217304902151227,-0.018936822190880772,-0.03237585723400116
0.44447216796875,0.06980279833078384,-0.4018127024173737,9.798166275024414,0.0018325956771150234,-0.018936822190880772,-0.03115412779152393
0.454503173828125,0.0723225325345993,-0.404828280210495,9.79802417755127,0.0012217304902151227,-0.018936822190880772,-0.03176499530673027
0.4645341796875,0.07468815892934799,-0.4075935482978821,9.797890663146973,0.002443460980430245,-0.020769419148564342,-0.03115412779152393
0.47456494140625,0.0769994705915451,-0.4102244377136231,9.79776382446289,0.0042760567739605895,-0.018936822190880772,-0.029932398349046707
0.484595703125,0.07918359339237213,-0.4127033650875092,9.79764175415039,0.00549778714776039,-0.019547687843441963,-0.02871066704392433
0.494626708984375,0.08130419999361037,-0.41499415040016174,9.797528266906738,0.00549778714776039,-0.019547687843441963,-0.02871066704392433
0.504657470703125,0.08337580412626266,-0.4170543551445007,9.797423362731934,0.006719517521560192,-0.019547687843441963,-0.02932153083384037
0.514688232421875,0.08536549657583238,-0.4188324511051178,9.797330856323242,0.006108652800321579,-0.020158551633358,-0.02871066704392433
0.524719482421875,0.08726666867733003,-0.4203808307647705,9.797247886657717,0.006719517521560192,-0.019547687843441963,-0.029932398349046707
0.534750244140625,0.08915270119905473,-0.4217009842395783,9.797173500061037,0.004886921960860491,-0.020158551633358,-0.03115412779152393
0.544781005859375,0.09098616987466812,-0.4228191673755646,9.79710865020752,0.0036651913542300467,-0.019547687843441963,-0.02932153083384037
0.554811767578125,0.09277445822954178,-0.42372897267341614,9.797052383422852,0.003054326400160789,-0.019547687843441963,-0.03176499530673027
0.5648427734375,0.09449654817581177,-0.424458920955658,9.797004699707033,0.0036651913542300467,-0.019547687843441963,-0.03237585723400116
0.574873779296875,0.0962095633149147,-0.4251033663749695,9.79695987701416,0.0012217304902151227,-0.019547687843441963,-0.03237585723400116
0.584904541015625,0.0978810414671898,-0.4257225692272186,9.796916007995604,0.002443460980430245,-0.018936822190880772,-0.03176499530673027
0.594935302734375,0.09955587983131407,-0.4263262450695038,9.796873092651367,0.0018325956771150234,-0.018936822190880772,-0.03176499530673027
0.60496630859375,0.10121900588274002,-0.42699477076530457,9.796826362609863,0.003054326400160789,-0.019547687843441963,-0.03237585723400116
0.6149970703125,0.10284290462732316,-0.4277186095714569,9.796777725219727,0.002443460980430245,-0.019547687843441963,-0.03176499530673027
0.6250615234375,0.10443799197673798,-0.42852354049682617,9.79672622680664,0.0042760567739605895,-0.020158551633358,-0.03176499530673027
0.63512548828125,0.10598298907279967,-0.4293850362300873,9.796671867370604,0.0042760567739605895,-0.020158551633358,-0.03115412779152393
0.645189697265625,0.1074867844581604,-0.4302871823310852,9.796616554260254,0.00549778714776039,-0.019547687843441963,-0.029932398349046707
0.655254150390625,0.10892371833324432,-0.4311650395393372,9.79656219482422,0.00549778714776039,-0.019547687843441963,-0.02932153083384037
0.665318115234375,0.11031197756528854,-0.431982696056366,9.796509742736816,0.00549778714776039,-0.019547687843441963,-0.02932153083384037
0.67534912109375,0.1116301491856575,-0.4327296316623688,9.796462059020996,0.006108652800321579,-0.019547687843441963,-0.02932153083384037
0.6853798828125,0.11292347311973573,-0.433338075876236,9.796420097351074,0.004886921960860491,-0.019547687843441963,-0.030543262138962742
0.69541064453125,0.11416823416948317,-0.4338987171649933,9.796380996704102,0.0042760567739605895,-0.019547687843441963,-0.029932398349046707
0.70544189453125,0.11541638523340225,-0.4344299137592316,9.796342849731444,0.0036651913542300467,-0.019547687843441963,-0.03176499530673027
0.71547265625,0.1166285052895546,-0.4348819553852081,9.796308517456056,0.0042760567739605895,-0.019547687843441963,-0.03176499530673027
0.725503662109375,0.1178065538406372,-0.43531668186187744,9.79627513885498,0.0018325956771150234,-0.019547687843441963,-0.03115412779152393
0.735534423828125,0.11895909905433655,-0.4357302784919739,9.796242713928224,0.003054326400160789,-0.018936822190880772,-0.03115412779152393
0.745565185546875,0.12008730322122575,-0.4361523687839508,9.796210289001463,0.0036651913542300467,-0.019547687843441963,-0.03115412779152393
0.75559619140625,0.121238611638546,-0.4366230368614197,9.796175003051758,0.0042760567739605895,-0.019547687843441963,-0.03176499530673027
0.765626953125,0.12241452187299727,-0.4371175467967987,9.796138763427734,0.0036651913542300467,-0.018936822190880772,-0.03115412779152393
0.775657958984375,0.12350081652402878,-0.4376751780509949,9.796099662780762,0.0036651913542300467,-0.019547687843441963,-0.03115412779152393
0.78568896484375,0.1246250346302986,-0.4382772743701935,9.796058654785156,0.0042760567739605895,-0.018325958400964737,-0.029932398349046707
0.7957197265625,0.12570980191230774,-0.4388815462589264,9.79601764678955,0.004886921960860491,-0.020158551633358,-0.03115412779152393
0.80575048828125,0.1267525851726532,-0.4394786655902863,9.795977592468262,0.00549778714776039,-0.018936822190880772,-0.029932398349046707
0.815781494140625,0.12779094278812408,-0.4400354027748108,9.795938491821287,0.004886921960860491,-0.019547687843441963,-0.030543262138962742
0.825812255859375,0.12882013618946075,-0.4405971169471741,9.795900344848633,0.00549778714776039,-0.020158551633358,-0.029932398349046707
